Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Included / International,Price / International,Compare At Price / International,Status
1312-8,Milkrite IP13 med ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,IP13,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,495.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1315,Spengummi Delaval 960000-81 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,475.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7801-6,"Kran 1/2, rak - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,115.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7802-2,Anslut vakuumledning 1 1/4 till 1 1/2 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,115.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1314-9,Milkrite TLC A2 med ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,TLCA2 med Ventil,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,455.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1317-2,Spaggiari 680 ( Delaval 20M-VMS) - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1315-1,Milkrite DL000U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7801-4,"Kran 1/2, vinklad - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,115.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1315-2,Spaggiari 108L pass  DL 960000 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
3785,Mjölkslangpaket 5 för Lely A3 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
3781-1,Mjölkslang standart silikon till Lely VMS - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,95.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4313-3,Spaggiari 639 (SAC 252.15022) - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1311-2,Spaggiari 0000/0599 för Harmony - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,0000/0599,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1311-1,Milkrite DL007U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,DL007U,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1312-6,Milkrite TLC A6 med ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,TLCA6,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,485.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1313-3,Spaggiari  0000/0657 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,0000/0657,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1313-8,Milkrite DL036U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,DL036U,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1311-4,Jolly dairy liners 91000004 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,91000004,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,495.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1312-9,Milkrite IP13U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,IP13U,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,335.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1317-4,Delaval VMS orig. 18mm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,525.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4312-3,Spaggiari 638 ( SAC 252.15020) - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4310-2,Spaggiari 0/529 pass SAC 252.15010 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1313-2,Milkrite DL4007U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,DL4007U,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1314-2,Spaggiari 0000/0236 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,0000/0236,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4312-7,SAC Uniflex 13522 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,395.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4312-4,Spengummi SAC Uniflex 13520 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,395.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1314-1,Milkrite DL016U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,DL016U,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4312-1,Spengummi SAC Uniflex 25215020 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,395.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4313-2,Milkrite SAC 022U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1314-8,MilkRite TLC A2 utan ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,TLCA2,"",true,Title,Default Title,,,,,,0.0,,0,continue,manual,385.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8416-8,Gummi till gödselskrapa Önnemo - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,125.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4315,Spengummi SAC VMS - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,595.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
5011,"Vakuumslang, dubbel, gummi, 7mm - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,35.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7101-2,Milkrite WS 110U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8417-1,Gummiskrapa 55 cm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,95.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9647-2,Hörnisolator förstärkt 5-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,80.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7100-1,Spengummi Stimulor M21 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,145.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9226-1,Pulsator Interpuls LL90 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9692-8,Grindhandtag N Ekonomi svart - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,16.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1000,Mjölkorgan Harmony - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,2.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7101-5,Milkrite WS029U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9645-4,"Ringisolator XDI, 250st. - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,845.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9694-4,Grindhandtag band orange 4-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,160.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
3760-1,Spengummi pass. Lely silikon - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,425.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1500,Mjölkorgan 180ccm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8416-3,Gödselskrapa 66cm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,265.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9651,Långtidsisolator super 25-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,135.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9694-6,Grindhandtag Gallagher Soft Touch Terra 4-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,150.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9652-2,TurboLine band isolator 100-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,515.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9645-3,"Ringisolator XDI, 125st. - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,435.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9648-7,"Distansisolator 10cm, 20-p - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,125.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8870-1,"Neporex WSG2, 5kg - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9652-5,TurboLine hörn/ spännisolator 5-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,150.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9692-6,Handtag för bandanslutning 40mm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,38.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8000-4,"Mjölkorgan får, med spenkoppscentral - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7400-1,Ryktborste Schurr B00 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,23.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7401-2,Reservborste - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,195.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8874-1,Flugfälla - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,365.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8010-2,"Spengummi får, silikon - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,135.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8874-2,Lockmedel till flugfälla 4x 20g - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,175.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9726,Gripple small 20st - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,225.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9004-5,EarKit Ecobucket - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,185.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8010-1,"Spengummi getter, silikon - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,115.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8870-2,Neporex 1kg - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,525.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8221-37,Skosula med svikt - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,175.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8870-3,HokoEX 5 kg - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1320-3,Spaggiari pass FL7 SWT - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8000-3,"Mjölkorgan get, med spenkoppscentral - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9720-3,Stängselklubba Ask - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8598-10,Montagehandske konstläder M40 stl 10 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,175.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4002,Spenkoppscentral WF300 med ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,885.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1321-3,Milkrite FW 68U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1321-1,Milkrite FW 22U - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,315.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1320-6,Spaggiari pass FL7 WWT - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9004-2,"Ecobucket 23l, 148mm - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9006-1,Mjölkspann rostfri 25l - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4001-1,Underdel WF300 utan ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,395.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4003,Spenkopp pass WF300 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,135.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4002-1,Spenkoppscentral WF300 utan ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,885.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7820,Krok mjölkorgan - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,10.50,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4020,Quartermilker Interpuls - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7819,Krok till mjölkorgan - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,12.50,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7000-7,Servicesats spenkoppcentral WF 300 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,45.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4000-1,WF300 utan ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4000-2,Wf300 med ventil silikon - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,2.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9701-5,"FlexiGate 7,5m band - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,325.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4001,Underdel WF300 med ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,395.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9701-7,"FlexiGate premium set green, band 6m - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,595.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
4310-1,Spaggiari 0/567  (SAC 252.15012) - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,215.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9701-6,"FlexiGate 7,5m rep - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,325.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8817-1,Vattensäck till skottkärra 80 l - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,145.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9701-4,Flexi Gate 19m - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,695.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9701-8,FlexiGate premium green 6m rep - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,595.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9701-3,Rulle med återspolning 20m rep terra - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,895.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9702-9,"Bandgrind 4x 40mm vit, 6m - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,685.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1320-1,Spengummi Milkline 811241-11 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,285.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9731-3,"Vario plaststolpe 100cm, 20-p - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,465.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8865-3,"Utgödslingslina HMPE 10mm, 500m - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,11.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1320-2,Milkrite DK1X - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,355.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
1320-8,Spengummi IP 12 med ventil - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,375.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8865-2,"Utgödslingsrep HMPE 10mm, 200m - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,4.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
golvskrapa-vridbar,"Golvskrapa, vridbar","<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Vikans golvskrapa är mycket hållbar och robust</li>
<li data-mce-fragment=""1"">Kan brukas på alla typer av golv</li>
<li data-mce-fragment=""1"">När gummit blir slitet kan kassetten lätt bytas</li>
<li data-mce-fragment=""1"">Klassisk skrapa med dubbelt blad och med svarvad led</li>
<li data-mce-fragment=""1"">Anpassad för att ta bort vatten från golv med fogar</li>
<li data-mce-fragment=""1"">Kan användas färgkodade för att undvika korskontaminering</li>
</ul>",Vikan,,Handredskap,"",true,Storlek,40cm,,,,,8417-4,0.0,shopify,0,deny,manual,255.00,,true,true,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Golvskrapa_18654768-fbd9-4111-8835-ef9f44f03878.jpg?v=1687897081,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
